Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
A11,1,100,"74,426","84,477","13,481",108,17,"1,193",-26,518,9,14,-9,418,"1,648","3,450",1,100,"74,426","84,477","13,481",108,17,"1,193",-26,518,9,14,-9,418,"1,648","3,450",1,100,"74,426","84,477","13,481",108,17,"1,193",-26,518,9,14,-9,418,"1,648","3,450",1,100,"74,426","84,477","13,481",108,17,"1,193",-26,518,9,14,-9,418,"1,648","3,450",1,100,"74,426","84,477","13,481",108,17,"1,193",-26,518,9,14,-9,418,"1,648","3,450",1,100,"74,426","84,477","13,481",108,17,"1,193",-26,518,9,14,-9,418,"1,648","3,450",0,0,,,,,,,,,,,,,,,1,100,"74,426","84,477","13,481",108,17,"1,193",-26,518,9,14,-9,418,"1,648","3,450",1,100,"74,426","84,477","13,481",108,17,"1,193",-26,518,9,14,-9,418,"1,648","3,450"
A12,1,100,"78,892","89,635","16,326",78,33,828,203,745,-152,31,14,346,"1,650","3,693",1,100,"78,892","89,635","16,326",78,33,828,203,745,-152,31,14,346,"1,650","3,693",1,100,"78,892","89,635","16,326",78,33,828,203,745,-152,31,14,346,"1,650","3,693",1,100,"78,892","89,635","16,326",78,33,828,203,745,-152,31,14,346,"1,650","3,693",1,100,"78,892","89,635","16,326",78,33,828,203,745,-152,31,14,346,"1,650","3,693",1,100,"78,892","89,635","16,326",78,33,828,203,745,-152,31,14,346,"1,650","3,693",0,0,,,,,,,,,,,,,,,1,100,"78,892","89,635","16,326",78,33,828,203,745,-152,31,14,346,"1,650","3,693",1,100,"78,892","89,635","16,326",78,33,828,203,745,-152,31,14,346,"1,650","3,693"
B1,1,100,"70,101","84,774","12,999",234,6,"1,054",-70,"2,111",-17,28,-14,302,"1,829","6,298",1,100,"70,101","84,774","12,999",234,6,"1,054",-70,"2,111",-17,28,-14,302,"1,829","6,298",1,100,"70,101","84,774","12,999",234,6,"1,054",-70,"2,111",-17,28,-14,302,"1,829","6,298",1,100,"70,101","84,774","12,999",234,6,"1,054",-70,"2,111",-17,28,-14,302,"1,829","6,298",1,100,"70,101","84,774","12,999",234,6,"1,054",-70,"2,111",-17,28,-14,302,"1,829","6,298",1,100,"70,101","84,774","12,999",234,6,"1,054",-70,"2,111",-17,28,-14,302,"1,829","6,298",0,0,,,,,,,,,,,,,,,1,100,"70,101","84,774","12,999",234,6,"1,054",-70,"2,111",-17,28,-14,302,"1,829","6,298",1,100,"70,101","84,774","12,999",234,6,"1,054",-70,"2,111",-17,28,-14,302,"1,829","6,298"
B2,1,100,"88,143","94,971","18,043",255,21,"1,518",-43,"1,028",126,-4,-41,466,"1,626","6,081",1,100,"88,143","94,971","18,043",255,21,"1,518",-43,"1,028",126,-4,-41,466,"1,626","6,081",1,100,"88,143","94,971","18,043",255,21,"1,518",-43,"1,028",126,-4,-41,466,"1,626","6,081",1,100,"88,143","94,971","18,043",255,21,"1,518",-43,"1,028",126,-4,-41,466,"1,626","6,081",1,100,"88,143","94,971","18,043",255,21,"1,518",-43,"1,028",126,-4,-41,466,"1,626","6,081",1,100,"88,143","94,971","18,043",255,21,"1,518",-43,"1,028",126,-4,-41,466,"1,626","6,081",0,0,,,,,,,,,,,,,,,1,100,"88,143","94,971","18,043",255,21,"1,518",-43,"1,028",126,-4,-41,466,"1,626","6,081",1,100,"88,143","94,971","18,043",255,21,"1,518",-43,"1,028",126,-4,-41,466,"1,626","6,081"
B3,1,100,"72,924","87,466","15,832",108,20,"1,406",89,430,10,82,-75,326,"1,495","5,878",1,100,"72,924","87,466","15,832",108,20,"1,406",89,430,10,82,-75,326,"1,495","5,878",1,100,"72,924","87,466","15,832",108,20,"1,406",89,430,10,82,-75,326,"1,495","5,878",1,100,"72,924","87,466","15,832",108,20,"1,406",89,430,10,82,-75,326,"1,495","5,878",1,100,"72,924","87,466","15,832",108,20,"1,406",89,430,10,82,-75,326,"1,495","5,878",1,100,"72,924","87,466","15,832",108,20,"1,406",89,430,10,82,-75,326,"1,495","5,878",0,0,,,,,,,,,,,,,,,1,100,"72,924","87,466","15,832",108,20,"1,406",89,430,10,82,-75,326,"1,495","5,878",1,100,"72,924","87,466","15,832",108,20,"1,406",89,430,10,82,-75,326,"1,495","5,878"
B4,1,100,"71,547","89,575","24,003",67,41,"1,733",555,"2,627",15,13,-122,474,"2,292","5,672",1,100,"71,547","89,575","24,003",67,41,"1,733",555,"2,627",15,13,-122,474,"2,292","5,672",1,100,"71,547","89,575","24,003",67,41,"1,733",555,"2,627",15,13,-122,474,"2,292","5,672",1,100,"71,547","89,575","24,003",67,41,"1,733",555,"2,627",15,13,-122,474,"2,292","5,672",1,100,"71,547","89,575","24,003",67,41,"1,733",555,"2,627",15,13,-122,474,"2,292","5,672",1,100,"71,547","89,575","24,003",67,41,"1,733",555,"2,627",15,13,-122,474,"2,292","5,672",0,0,,,,,,,,,,,,,,,1,100,"71,547","89,575","24,003",67,41,"1,733",555,"2,627",15,13,-122,474,"2,292","5,672",1,100,"71,547","89,575","24,003",67,41,"1,733",555,"2,627",15,13,-122,474,"2,292","5,672"
B5,1,100,"71,864","88,942","13,943",-6,21,975,-61,"1,703",-127,17,25,287,"1,932","5,402",1,100,"71,864","88,942","13,943",-6,21,975,-61,"1,703",-127,17,25,287,"1,932","5,402",1,100,"71,864","88,942","13,943",-6,21,975,-61,"1,703",-127,17,25,287,"1,932","5,402",1,100,"71,864","88,942","13,943",-6,21,975,-61,"1,703",-127,17,25,287,"1,932","5,402",1,100,"71,864","88,942","13,943",-6,21,975,-61,"1,703",-127,17,25,287,"1,932","5,402",1,100,"71,864","88,942","13,943",-6,21,975,-61,"1,703",-127,17,25,287,"1,932","5,402",0,0,,,,,,,,,,,,,,,1,100,"71,864","88,942","13,943",-6,21,975,-61,"1,703",-127,17,25,287,"1,932","5,402",1,100,"71,864","88,942","13,943",-6,21,975,-61,"1,703",-127,17,25,287,"1,932","5,402"
B6,1,100,"70,963","85,278","12,523",50,-6,"1,011",3,"1,385",-99,7,-61,326,"2,528","5,212",1,100,"70,963","85,278","12,523",50,-6,"1,011",3,"1,385",-99,7,-61,326,"2,528","5,212",1,100,"70,963","85,278","12,523",50,-6,"1,011",3,"1,385",-99,7,-61,326,"2,528","5,212",1,100,"70,963","85,278","12,523",50,-6,"1,011",3,"1,385",-99,7,-61,326,"2,528","5,212",1,100,"70,963","85,278","12,523",50,-6,"1,011",3,"1,385",-99,7,-61,326,"2,528","5,212",1,100,"70,963","85,278","12,523",50,-6,"1,011",3,"1,385",-99,7,-61,326,"2,528","5,212",0,0,,,,,,,,,,,,,,,1,100,"70,963","85,278","12,523",50,-6,"1,011",3,"1,385",-99,7,-61,326,"2,528","5,212",1,100,"70,963","85,278","12,523",50,-6,"1,011",3,"1,385",-99,7,-61,326,"2,528","5,212"
B7,1,100,"67,163","84,887","14,461",216,21,899,268,"1,097",4,31,-24,314,"1,620","4,964",1,100,"67,163","84,887","14,461",216,21,899,268,"1,097",4,31,-24,314,"1,620","4,964",1,100,"67,163","84,887","14,461",216,21,899,268,"1,097",4,31,-24,314,"1,620","4,964",1,100,"67,163","84,887","14,461",216,21,899,268,"1,097",4,31,-24,314,"1,620","4,964",1,100,"67,163","84,887","14,461",216,21,899,268,"1,097",4,31,-24,314,"1,620","4,964",1,100,"67,163","84,887","14,461",216,21,899,268,"1,097",4,31,-24,314,"1,620","4,964",0,0,,,,,,,,,,,,,,,1,100,"67,163","84,887","14,461",216,21,899,268,"1,097",4,31,-24,314,"1,620","4,964",1,100,"67,163","84,887","14,461",216,21,899,268,"1,097",4,31,-24,314,"1,620","4,964"
B8,1,100,"69,229","88,232","19,695",168,9,"1,277",97,"1,451",-39,17,-30,438,"2,290","4,759",1,100,"69,229","88,232","19,695",168,9,"1,277",97,"1,451",-39,17,-30,438,"2,290","4,759",1,100,"69,229","88,232","19,695",168,9,"1,277",97,"1,451",-39,17,-30,438,"2,290","4,759",1,100,"69,229","88,232","19,695",168,9,"1,277",97,"1,451",-39,17,-30,438,"2,290","4,759",1,100,"69,229","88,232","19,695",168,9,"1,277",97,"1,451",-39,17,-30,438,"2,290","4,759",1,100,"69,229","88,232","19,695",168,9,"1,277",97,"1,451",-39,17,-30,438,"2,290","4,759",0,0,,,,,,,,,,,,,,,1,100,"69,229","88,232","19,695",168,9,"1,277",97,"1,451",-39,17,-30,438,"2,290","4,759",1,100,"69,229","88,232","19,695",168,9,"1,277",97,"1,451",-39,17,-30,438,"2,290","4,759"
B9,1,100,"65,587","92,459","24,029",53,-13,986,353,"2,417",34,20,28,334,"2,180","4,552",1,100,"65,587","92,459","24,029",53,-13,986,353,"2,417",34,20,28,334,"2,180","4,552",1,100,"65,587","92,459","24,029",53,-13,986,353,"2,417",34,20,28,334,"2,180","4,552",1,100,"65,587","92,459","24,029",53,-13,986,353,"2,417",34,20,28,334,"2,180","4,552",1,100,"65,587","92,459","24,029",53,-13,986,353,"2,417",34,20,28,334,"2,180","4,552",1,100,"65,587","92,459","24,029",53,-13,986,353,"2,417",34,20,28,334,"2,180","4,552",0,0,,,,,,,,,,,,,,,1,100,"65,587","92,459","24,029",53,-13,986,353,"2,417",34,20,28,334,"2,180","4,552",1,100,"65,587","92,459","24,029",53,-13,986,353,"2,417",34,20,28,334,"2,180","4,552"
