Well,Cells #Events,Cells %Parent,Cells FSC-A Median,Cells FSC-W Median,Cells SSC-A Median,Cells CD33 640 670/30-A Median,Cells CD45RA 640 730/45-A Median,Cells CD34 640 780/60-A Median,Cells CD90 561 582/15-A Median,Cells CD49f 561 670/14-A Median,Cells CD38 561 780/60-A Median,Cells CD19 488 530/30-A Median,Cells Live/Dead V405 450/50-A Median,Cells CD7/10 V405 525/50-A Median,Cells V405 780/60-A Median,Cells Time Median,Singlets #Events,Singlets %Parent,Singlets FSC-A Median,Singlets FSC-W Median,Singlets SSC-A Median,Singlets CD33 640 670/30-A Median,Singlets CD45RA 640 730/45-A Median,Singlets CD34 640 780/60-A Median,Singlets CD90 561 582/15-A Median,Singlets CD49f 561 670/14-A Median,Singlets CD38 561 780/60-A Median,Singlets CD19 488 530/30-A Median,Singlets Live/Dead V405 450/50-A Median,Singlets CD7/10 V405 525/50-A Median,Singlets V405 780/60-A Median,Singlets Time Median,Live cells #Events,Live cells %Parent,Live cells FSC-A Median,Live cells FSC-W Median,Live cells SSC-A Median,Live cells CD33 640 670/30-A Median,Live cells CD45RA 640 730/45-A Median,Live cells CD34 640 780/60-A Median,Live cells CD90 561 582/15-A Median,Live cells CD49f 561 670/14-A Median,Live cells CD38 561 780/60-A Median,Live cells CD19 488 530/30-A Median,Live cells Live/Dead V405 450/50-A Median,Live cells CD7/10 V405 525/50-A Median,Live cells V405 780/60-A Median,Live cells Time Median,CD19 neg #Events,CD19 neg %Parent,CD19 neg FSC-A Median,CD19 neg FSC-W Median,CD19 neg SSC-A Median,CD19 neg CD33 640 670/30-A Median,CD19 neg CD45RA 640 730/45-A Median,CD19 neg CD34 640 780/60-A Median,CD19 neg CD90 561 582/15-A Median,CD19 neg CD49f 561 670/14-A Median,CD19 neg CD38 561 780/60-A Median,CD19 neg CD19 488 530/30-A Median,CD19 neg Live/Dead V405 450/50-A Median,CD19 neg CD7/10 V405 525/50-A Median,CD19 neg V405 780/60-A Median,CD19 neg Time Median,34+/33- #Events,34+/33- %Parent,34+/33- FSC-A Median,34+/33- FSC-W Median,34+/33- SSC-A Median,34+/33- CD33 640 670/30-A Median,34+/33- CD45RA 640 730/45-A Median,34+/33- CD34 640 780/60-A Median,34+/33- CD90 561 582/15-A Median,34+/33- CD49f 561 670/14-A Median,34+/33- CD38 561 780/60-A Median,34+/33- CD19 488 530/30-A Median,34+/33- Live/Dead V405 450/50-A Median,34+/33- CD7/10 V405 525/50-A Median,34+/33- V405 780/60-A Median,34+/33- Time Median,34+/45dim #Events,34+/45dim %Parent,34+/45dim FSC-A Median,34+/45dim FSC-W Median,34+/45dim SSC-A Median,34+/45dim CD33 640 670/30-A Median,34+/45dim CD45RA 640 730/45-A Median,34+/45dim CD34 640 780/60-A Median,34+/45dim CD90 561 582/15-A Median,34+/45dim CD49f 561 670/14-A Median,34+/45dim CD38 561 780/60-A Median,34+/45dim CD19 488 530/30-A Median,34+/45dim Live/Dead V405 450/50-A Median,34+/45dim CD7/10 V405 525/50-A Median,34+/45dim V405 780/60-A Median,34+/45dim Time Median,CD38/CD34+ #Events,CD38/CD34+ %Parent,CD38/CD34+ FSC-A Median,CD38/CD34+ FSC-W Median,CD38/CD34+ SSC-A Median,CD38/CD34+ CD33 640 670/30-A Median,CD38/CD34+ CD45RA 640 730/45-A Median,CD38/CD34+ CD34 640 780/60-A Median,CD38/CD34+ CD90 561 582/15-A Median,CD38/CD34+ CD49f 561 670/14-A Median,CD38/CD34+ CD38 561 780/60-A Median,CD38/CD34+ CD19 488 530/30-A Median,CD38/CD34+ Live/Dead V405 450/50-A Median,CD38/CD34+ CD7/10 V405 525/50-A Median,CD38/CD34+ V405 780/60-A Median,CD38/CD34+ Time Median,CD38-/34+ #Events,CD38-/34+ %Parent,CD38-/34+ FSC-A Median,CD38-/34+ FSC-W Median,CD38-/34+ SSC-A Median,CD38-/34+ CD33 640 670/30-A Median,CD38-/34+ CD45RA 640 730/45-A Median,CD38-/34+ CD34 640 780/60-A Median,CD38-/34+ CD90 561 582/15-A Median,CD38-/34+ CD49f 561 670/14-A Median,CD38-/34+ CD38 561 780/60-A Median,CD38-/34+ CD19 488 530/30-A Median,CD38-/34+ Live/Dead V405 450/50-A Median,CD38-/34+ CD7/10 V405 525/50-A Median,CD38-/34+ V405 780/60-A Median,CD38-/34+ Time Median,HSC pool #Events,HSC pool %Parent,HSC pool FSC-A Median,HSC pool FSC-W Median,HSC pool SSC-A Median,HSC pool CD33 640 670/30-A Median,HSC pool CD45RA 640 730/45-A Median,HSC pool CD34 640 780/60-A Median,HSC pool CD90 561 582/15-A Median,HSC pool CD49f 561 670/14-A Median,HSC pool CD38 561 780/60-A Median,HSC pool CD19 488 530/30-A Median,HSC pool Live/Dead V405 450/50-A Median,HSC pool CD7/10 V405 525/50-A Median,HSC pool V405 780/60-A Median,HSC pool Time Median
A11,1,100,"61,644","83,743","11,741",47,10,"1,417",198,"1,248",-155,27,-27,265,"1,267","8,651",1,100,"61,644","83,743","11,741",47,10,"1,417",198,"1,248",-155,27,-27,265,"1,267","8,651",1,100,"61,644","83,743","11,741",47,10,"1,417",198,"1,248",-155,27,-27,265,"1,267","8,651",1,100,"61,644","83,743","11,741",47,10,"1,417",198,"1,248",-155,27,-27,265,"1,267","8,651",1,100,"61,644","83,743","11,741",47,10,"1,417",198,"1,248",-155,27,-27,265,"1,267","8,651",1,100,"61,644","83,743","11,741",47,10,"1,417",198,"1,248",-155,27,-27,265,"1,267","8,651",0,0,,,,,,,,,,,,,,,1,100,"61,644","83,743","11,741",47,10,"1,417",198,"1,248",-155,27,-27,265,"1,267","8,651",1,100,"61,644","83,743","11,741",47,10,"1,417",198,"1,248",-155,27,-27,265,"1,267","8,651"
A12,1,100,"62,075","83,953","12,004",138,50,"1,491",-43,"1,793",-86,26,-98,319,"1,796","9,145",1,100,"62,075","83,953","12,004",138,50,"1,491",-43,"1,793",-86,26,-98,319,"1,796","9,145",1,100,"62,075","83,953","12,004",138,50,"1,491",-43,"1,793",-86,26,-98,319,"1,796","9,145",1,100,"62,075","83,953","12,004",138,50,"1,491",-43,"1,793",-86,26,-98,319,"1,796","9,145",1,100,"62,075","83,953","12,004",138,50,"1,491",-43,"1,793",-86,26,-98,319,"1,796","9,145",1,100,"62,075","83,953","12,004",138,50,"1,491",-43,"1,793",-86,26,-98,319,"1,796","9,145",0,0,,,,,,,,,,,,,,,1,100,"62,075","83,953","12,004",138,50,"1,491",-43,"1,793",-86,26,-98,319,"1,796","9,145",1,100,"62,075","83,953","12,004",138,50,"1,491",-43,"1,793",-86,26,-98,319,"1,796","9,145"
B1,1,100,"47,954","80,523","18,402",-49,28,"1,175",-35,"1,371",-84,15,-7,288,"1,591","19,103",1,100,"47,954","80,523","18,402",-49,28,"1,175",-35,"1,371",-84,15,-7,288,"1,591","19,103",1,100,"47,954","80,523","18,402",-49,28,"1,175",-35,"1,371",-84,15,-7,288,"1,591","19,103",1,100,"47,954","80,523","18,402",-49,28,"1,175",-35,"1,371",-84,15,-7,288,"1,591","19,103",1,100,"47,954","80,523","18,402",-49,28,"1,175",-35,"1,371",-84,15,-7,288,"1,591","19,103",1,100,"47,954","80,523","18,402",-49,28,"1,175",-35,"1,371",-84,15,-7,288,"1,591","19,103",0,0,,,,,,,,,,,,,,,1,100,"47,954","80,523","18,402",-49,28,"1,175",-35,"1,371",-84,15,-7,288,"1,591","19,103",1,100,"47,954","80,523","18,402",-49,28,"1,175",-35,"1,371",-84,15,-7,288,"1,591","19,103"
B2,1,100,"73,346","88,772","14,312",122,8,"1,445",-53,"1,646",-164,13,-63,377,"1,641","18,494",1,100,"73,346","88,772","14,312",122,8,"1,445",-53,"1,646",-164,13,-63,377,"1,641","18,494",1,100,"73,346","88,772","14,312",122,8,"1,445",-53,"1,646",-164,13,-63,377,"1,641","18,494",1,100,"73,346","88,772","14,312",122,8,"1,445",-53,"1,646",-164,13,-63,377,"1,641","18,494",1,100,"73,346","88,772","14,312",122,8,"1,445",-53,"1,646",-164,13,-63,377,"1,641","18,494",1,100,"73,346","88,772","14,312",122,8,"1,445",-53,"1,646",-164,13,-63,377,"1,641","18,494",0,0,,,,,,,,,,,,,,,1,100,"73,346","88,772","14,312",122,8,"1,445",-53,"1,646",-164,13,-63,377,"1,641","18,494",1,100,"73,346","88,772","14,312",122,8,"1,445",-53,"1,646",-164,13,-63,377,"1,641","18,494"
B3,1,100,"67,076","84,032","15,315",93,-25,"1,538",-17,"1,217",-152,13,-98,292,"1,543","17,609",1,100,"67,076","84,032","15,315",93,-25,"1,538",-17,"1,217",-152,13,-98,292,"1,543","17,609",1,100,"67,076","84,032","15,315",93,-25,"1,538",-17,"1,217",-152,13,-98,292,"1,543","17,609",1,100,"67,076","84,032","15,315",93,-25,"1,538",-17,"1,217",-152,13,-98,292,"1,543","17,609",1,100,"67,076","84,032","15,315",93,-25,"1,538",-17,"1,217",-152,13,-98,292,"1,543","17,609",1,100,"67,076","84,032","15,315",93,-25,"1,538",-17,"1,217",-152,13,-98,292,"1,543","17,609",0,0,,,,,,,,,,,,,,,1,100,"67,076","84,032","15,315",93,-25,"1,538",-17,"1,217",-152,13,-98,292,"1,543","17,609",1,100,"67,076","84,032","15,315",93,-25,"1,538",-17,"1,217",-152,13,-98,292,"1,543","17,609"
B4,1,100,"63,024","86,142","12,057",223,23,"1,330",-39,"1,435",-69,26,-55,252,"1,737","16,510",1,100,"63,024","86,142","12,057",223,23,"1,330",-39,"1,435",-69,26,-55,252,"1,737","16,510",1,100,"63,024","86,142","12,057",223,23,"1,330",-39,"1,435",-69,26,-55,252,"1,737","16,510",1,100,"63,024","86,142","12,057",223,23,"1,330",-39,"1,435",-69,26,-55,252,"1,737","16,510",1,100,"63,024","86,142","12,057",223,23,"1,330",-39,"1,435",-69,26,-55,252,"1,737","16,510",1,100,"63,024","86,142","12,057",223,23,"1,330",-39,"1,435",-69,26,-55,252,"1,737","16,510",0,0,,,,,,,,,,,,,,,1,100,"63,024","86,142","12,057",223,23,"1,330",-39,"1,435",-69,26,-55,252,"1,737","16,510",1,100,"63,024","86,142","12,057",223,23,"1,330",-39,"1,435",-69,26,-55,252,"1,737","16,510"
B5,1,100,"63,891","86,307","12,252",0,2,"1,234",53,"1,343",-115,3,5,282,"1,710","15,770",1,100,"63,891","86,307","12,252",0,2,"1,234",53,"1,343",-115,3,5,282,"1,710","15,770",1,100,"63,891","86,307","12,252",0,2,"1,234",53,"1,343",-115,3,5,282,"1,710","15,770",1,100,"63,891","86,307","12,252",0,2,"1,234",53,"1,343",-115,3,5,282,"1,710","15,770",1,100,"63,891","86,307","12,252",0,2,"1,234",53,"1,343",-115,3,5,282,"1,710","15,770",1,100,"63,891","86,307","12,252",0,2,"1,234",53,"1,343",-115,3,5,282,"1,710","15,770",0,0,,,,,,,,,,,,,,,1,100,"63,891","86,307","12,252",0,2,"1,234",53,"1,343",-115,3,5,282,"1,710","15,770",1,100,"63,891","86,307","12,252",0,2,"1,234",53,"1,343",-115,3,5,282,"1,710","15,770"
B6,1,100,"70,412","91,079","11,361",132,17,"1,135",-36,261,67,12,-19,216,"1,591","15,287",1,100,"70,412","91,079","11,361",132,17,"1,135",-36,261,67,12,-19,216,"1,591","15,287",1,100,"70,412","91,079","11,361",132,17,"1,135",-36,261,67,12,-19,216,"1,591","15,287",1,100,"70,412","91,079","11,361",132,17,"1,135",-36,261,67,12,-19,216,"1,591","15,287",1,100,"70,412","91,079","11,361",132,17,"1,135",-36,261,67,12,-19,216,"1,591","15,287",1,100,"70,412","91,079","11,361",132,17,"1,135",-36,261,67,12,-19,216,"1,591","15,287",0,0,,,,,,,,,,,,,,,1,100,"70,412","91,079","11,361",132,17,"1,135",-36,261,67,12,-19,216,"1,591","15,287",1,100,"70,412","91,079","11,361",132,17,"1,135",-36,261,67,12,-19,216,"1,591","15,287"
B7,1,100,"45,468","79,512","13,741",107,34,"1,331","1,082","1,105",-71,37,-88,313,"2,603","14,058",1,100,"45,468","79,512","13,741",107,34,"1,331","1,082","1,105",-71,37,-88,313,"2,603","14,058",1,100,"45,468","79,512","13,741",107,34,"1,331","1,082","1,105",-71,37,-88,313,"2,603","14,058",1,100,"45,468","79,512","13,741",107,34,"1,331","1,082","1,105",-71,37,-88,313,"2,603","14,058",1,100,"45,468","79,512","13,741",107,34,"1,331","1,082","1,105",-71,37,-88,313,"2,603","14,058",1,100,"45,468","79,512","13,741",107,34,"1,331","1,082","1,105",-71,37,-88,313,"2,603","14,058",0,0,,,,,,,,,,,,,,,1,100,"45,468","79,512","13,741",107,34,"1,331","1,082","1,105",-71,37,-88,313,"2,603","14,058",1,100,"45,468","79,512","13,741",107,34,"1,331","1,082","1,105",-71,37,-88,313,"2,603","14,058"
B8,1,100,"59,989","83,360","12,325",80,41,"1,936",58,930,-159,22,-22,291,"2,184","13,160",1,100,"59,989","83,360","12,325",80,41,"1,936",58,930,-159,22,-22,291,"2,184","13,160",1,100,"59,989","83,360","12,325",80,41,"1,936",58,930,-159,22,-22,291,"2,184","13,160",1,100,"59,989","83,360","12,325",80,41,"1,936",58,930,-159,22,-22,291,"2,184","13,160",1,100,"59,989","83,360","12,325",80,41,"1,936",58,930,-159,22,-22,291,"2,184","13,160",1,100,"59,989","83,360","12,325",80,41,"1,936",58,930,-159,22,-22,291,"2,184","13,160",0,0,,,,,,,,,,,,,,,1,100,"59,989","83,360","12,325",80,41,"1,936",58,930,-159,22,-22,291,"2,184","13,160",1,100,"59,989","83,360","12,325",80,41,"1,936",58,930,-159,22,-22,291,"2,184","13,160"
B9,1,100,"63,138","83,030","13,634",226,26,"1,173",51,"1,557",37,6,-48,210,"1,502","12,213",1,100,"63,138","83,030","13,634",226,26,"1,173",51,"1,557",37,6,-48,210,"1,502","12,213",1,100,"63,138","83,030","13,634",226,26,"1,173",51,"1,557",37,6,-48,210,"1,502","12,213",1,100,"63,138","83,030","13,634",226,26,"1,173",51,"1,557",37,6,-48,210,"1,502","12,213",1,100,"63,138","83,030","13,634",226,26,"1,173",51,"1,557",37,6,-48,210,"1,502","12,213",1,100,"63,138","83,030","13,634",226,26,"1,173",51,"1,557",37,6,-48,210,"1,502","12,213",0,0,,,,,,,,,,,,,,,1,100,"63,138","83,030","13,634",226,26,"1,173",51,"1,557",37,6,-48,210,"1,502","12,213",1,100,"63,138","83,030","13,634",226,26,"1,173",51,"1,557",37,6,-48,210,"1,502","12,213"
