Sort_id,All Events FSC-A Median,All Events FSC-W Median,All Events SSC-A Median,All Events CD33 640 670/30-A Median,All Events CD45RA 640 730/45-A Median,All Events CD34 640 780/60-A Median,All Events CD90 561 582/15-A Median,All Events CD49F 561 670/14-A Median,All Events CD38 561 780/60-A Median,All Events Lin 488 530/30-A Median,All Events CD7/10 V405 450/50-A Median,All Events L/D V405 525/50-A Median,All Events CD45 V405 780/60-A Median,All Events Time Median,Cell_seeded
12_C8,105819,85445,58924,151,102,2399,-71,1162,-124,583,16153,190,1363,27553,GMP
12_C9,123210,90854,56070,73,114,3030,36,1877,-198,483,12754,151,1576,27745,GMP
12_C10,122006,93878,61411,55,72,2053,133,900,24,188,21001,412,2010,27946,GMP
12_C11,123293,89646,47030,144,-2,2011,92,2720,3,330,18867,414,2643,28138,GMP
12_C12,124047,89957,72164,57,110,2234,14,1594,-10,423,9273,187,977,28331,GMP
12_D1,104967,83864,69432,223,22,2781,243,2929,-95,412,11608,101,1632,30700,GMP
12_D2,104952,82379,44868,-45,-172,2661,-1,995,51,89,9083,71,774,30505,GMP
12_D3,106039,85949,53527,-51,-5,1987,166,3852,42,373,4526,290,871,30315,GMP
12_D4,97049,83867,56983,167,56,2762,12,1452,-165,694,13098,181,1290,30119,GMP
12_D5,116350,85788,55740,340,63,2578,331,1202,85,414,7430,154,1108,29929,GMP
12_D6,122051,90820,117309,-153,56,4805,582,5052,-136,649,7171,272,1018,29730,GMP
12_D7,96925,94417,83815,48,75,3043,181,1355,61,417,12039,234,1778,29516,GMP
12_D8,92532,82129,54961,-37,21,1140,35,2054,-79,107,19828,245,1932,29322,GMP
12_D9,112635,86497,68748,37,30,1446,86,1048,34,439,5063,180,998,29126,GMP
12_D10,111814,85824,51172,4,36,1306,-4,1460,15,420,8978,181,1170,28938,GMP
12_D11,67156,82890,70683,214,52,2510,143,186,111,659,2926,281,2085,28739,GMP
12_D12,127275,88193,62711,-49,122,1986,105,1973,45,499,9768,139,1545,28526,GMP
12_E1,124482,89947,57444,106,31,2859,7,717,-28,244,29259,340,2536,30914,GMP
12_E2,127880,93672,94678,145,102,4463,797,2204,-72,527,28811,456,2955,31111,GMP
12_E3,124491,89446,72925,58,53,2958,316,782,-108,509,6477,198,1726,31303,GMP
12_E4,129457,94411,59395,58,36,1799,534,846,7,423,8107,175,1288,31508,GMP
12_E5,118116,88245,40961,71,40,2195,71,709,120,274,43246,241,4547,31701,GMP
12_E6,99894,83812,60939,11,34,2357,121,1295,-40,293,1536,199,699,31893,GMP
12_E7,73478,81501,91200,-6,23,3505,24,2059,-120,464,4119,175,1287,32084,GMP
12_E8,121110,86965,68316,143,98,2087,116,1282,95,209,5318,204,793,32279,GMP
12_E9,108611,87618,65486,57,54,1741,53,762,-115,314,15339,292,1430,32472,GMP
12_E10,131419,93307,46332,52,119,1393,299,1090,182,396,17141,280,578,32672,GMP
12_E11,102287,83433,58565,32,7,1951,132,1291,-13,226,7472,209,1128,32864,GMP
12_E12,127394,91244,63246,85,84,2267,268,1617,5,1013,15890,204,2172,33057,GMP
12_F1,76035,82038,96048,-41,61,2796,106,1956,-42,171,5845,234,1374,35409,GMP
12_F2,129582,88330,55025,66,17,2335,517,671,-5,491,5623,119,1110,35214,GMP
12_F3,81945,89788,118033,377,119,4393,43,1173,5,648,8893,277,3141,35022,GMP
12_F4,118295,91715,68398,194,34,2175,-45,431,-121,313,29939,278,1504,34826,GMP
12_F5,111455,85888,56205,76,88,1780,16,4767,-111,417,6156,206,663,34630,GMP
12_F6,98332,85144,64193,-6,11,1220,-42,1113,-66,157,15457,75,721,34435,GMP
12_F7,81713,84194,108527,186,79,2069,4,1210,-105,695,5248,222,1141,34240,GMP
12_F8,126365,89283,62447,190,24,1757,30,767,-36,212,5730,115,1006,34046,GMP
12_F9,110536,84351,86332,225,102,4540,1173,1539,-95,365,34370,178,2270,33856,GMP
12_F10,111874,87334,71809,239,79,3944,66,3249,-116,602,14614,333,1360,33664,GMP
12_F11,124153,86882,68575,197,113,3908,320,970,-227,156,9293,118,2159,33468,GMP
12_F12,103926,87643,50911,99,44,1180,271,499,27,361,3213,122,1143,33252,GMP
12_G1,109781,86900,49608,200,15,1515,264,713,42,227,3058,202,750,35609,GMP
12_G2,79961,96973,106195,168,130,2375,360,1072,58,1184,8003,277,1995,35800,GMP
12_G3,108829,86186,47155,92,132,1977,-99,1862,-29,350,31543,178,1467,35992,GMP
12_G4,123711,88776,68237,14,43,1684,994,1591,13,437,6323,187,1241,36187,GMP
12_G5,115814,87530,69904,97,35,1884,4835,724,125,639,3601,258,3398,36380,GMP
12_G6,125126,86514,51538,137,38,871,21,614,95,1449,2717,121,1388,36580,GMP
12_G7,109718,83603,61543,270,34,3094,43,2204,-104,240,9801,198,1994,36780,GMP
12_G8,130283,87994,62501,167,98,2243,3413,469,26,632,19934,244,2657,36995,GMP
12_G9,135133,90902,52712,354,28,757,163,9052,-79,868,2140,249,1759,37193,GMP
12_G10,116210,87853,58709,122,19,2567,110,939,-134,424,7891,184,975,37386,GMP
12_G11,85158,81042,70460,1,16,3382,63,1801,-108,224,12402,175,1485,37577,GMP
12_G12,106425,85958,76820,127,61,4498,92,6052,-244,170,11736,252,1365,37770,GMP
12_H1,111554,84540,51672,33,95,2948,103,4684,-86,406,17963,337,1792,40214,GMP
12_H2,119766,88007,68635,133,71,1341,89,687,-7,460,3655,245,683,40020,GMP
12_H3,112695,83303,47331,36,-34,867,83,5286,62,660,1595,177,1839,39829,GMP
12_H4,105228,90713,75979,264,36,2437,99,2156,26,210,35154,362,1673,39632,GMP
12_H5,88477,81067,53970,116,-13,3296,112,1008,-92,338,7579,165,1341,39416,GMP
12_H6,127539,92104,75509,-60,28,1747,102,1750,-56,269,13909,220,1787,39221,GMP
12_H7,117516,89384,48824,-117,82,1442,172,20116,-26,1958,86,292,1605,39027,GMP
12_H8,109423,84945,74129,153,57,3708,74,876,-196,593,5862,207,1137,38835,GMP
12_H9,125016,95037,57967,70,15,2015,454,2532,-76,393,4157,180,1166,38639,GMP
12_H10,109463,85301,54685,4,42,2287,195,1750,-15,380,8952,193,1158,38395,GMP
12_H11,124383,88910,66925,188,33,1341,304,909,52,297,3851,111,1062,38165,GMP
12_H12,129535,93800,65418,286,51,3796,984,1576,10,463,10673,255,2314,37964,GMP
